trial_type,trial_index,trial_number,plugin_version,time_elapsed,random_id,participant,rt,stimulus,response,condition,shape,image_path,surprisal,n_sides,text_response,word_count,practice_response
survey-text,14,10,2.0.0,1541532,pr1kyzyb8v7,gazelle,58948,NA,"{""image_description"":""3 triangles, on on the top right pointing down. 2 on the left side with one on top of each other. both pointing to the left outside.""}",study,32,stimuli/32.jpg,6645.1,9,"3 triangles, on on the top right pointing down. 2 on the left side with one on top of each other. both pointing to the left outside.",27,"a square by black line, empty inside
"
survey-text,15,11,2.0.0,1563148,pr1kyzyb8v7,gazelle,21112,NA,"{""image_description"":""a rectangle with top right corner got cut off""}",study,11,stimuli/11.jpg,6580.42,5,a rectangle with top right corner got cut off,9,"a square by black line, empty inside
"
survey-text,16,12,2.0.0,1593915,pr1kyzyb8v7,gazelle,30261,NA,"{""image_description"":""a rectangle with a triangle cutting from the right""}",study,13,stimuli/13.jpg,6577.27,5,a rectangle with a triangle cutting from the right,9,"a square by black line, empty inside
"
survey-text,17,13,2.0.0,1636467,pr1kyzyb8v7,gazelle,42046,NA,"{""image_description"":""the shape of United States with Florida getting wider""}",study,124,stimuli/124.jpg,6991.53,27,the shape of United States with Florida getting wider,9,"a square by black line, empty inside
"
survey-text,18,14,2.0.0,1735168,pr1kyzyb8v7,gazelle,98195,NA,"{""image_description"":""a dog with two legs pointing to the right. a rectangle on the top (head) and two square follow by a rectangle on the bottom (legs). another big rectangle on the left (body)""}",study,143,stimuli/143.jpg,6915.69,31,a dog with two legs pointing to the right. a rectangle on the top (head) and two square follow by a rectangle on the bottom (legs). another big rectangle on the left (body),33,"a square by black line, empty inside
"
survey-text,19,15,2.0.0,1761717,pr1kyzyb8v7,gazelle,26045,NA,"{""image_description"":""a triangle point down with left bigger than the right""}",study,17,stimuli/17.jpg,6592.16,6,a triangle point down with left bigger than the right,10,"a square by black line, empty inside
"
survey-text,20,16,2.0.0,1805653,pr1kyzyb8v7,gazelle,43429,NA,"{""image_description"":""a square with a arrow cut from top left to the bottom""}",study,91,stimuli/91.jpg,6985.65,21,a square with a arrow cut from top left to the bottom,12,"a square by black line, empty inside
"
survey-text,21,17,2.0.0,1900387,pr1kyzyb8v7,gazelle,94227,NA,"{""image_description"":""two triangles on the top right. one rectangle on the bottom right. One triangle on the bottom left. One triangle on the middle left and a rectangle on the top left.""}",study,86,stimuli/86.jpg,6896.99,20,two triangles on the top right. one rectangle on the bottom right. One triangle on the bottom left. One triangle on the middle left and a rectangle on the top left.,31,"a square by black line, empty inside
"
survey-text,22,18,2.0.0,1961354,pr1kyzyb8v7,gazelle,60461,NA,"{""image_description"":""a square on the top right follow by a triangle on the middle right point to the right. a rectangle on the bottom left and a reversed triangle on the top left.""}",study,125,stimuli/125.jpg,7031.31,27,a square on the top right follow by a triangle on the middle right point to the right. a rectangle on the bottom left and a reversed triangle on the top left.,32,"a square by black line, empty inside
"
survey-text,23,19,2.0.0,2011003,pr1kyzyb8v7,gazelle,49144,NA,"{""image_description"":""a reversed triangle on the top. a rectangle on the bottom right. a square on the bottom left""}",study,94,stimuli/94.jpg,6965.94,21,a reversed triangle on the top. a rectangle on the bottom right. a square on the bottom left,18,"a square by black line, empty inside
"
survey-text,24,20,2.0.0,2072022,pr1kyzyb8v7,gazelle,60515,NA,"{""image_description"":""a triangle on the top left, a rectangle on the bottom. a small triangle on the top left and a trapezoid on the middle top""}",study,34,stimuli/34.jpg,6639.63,9,"a triangle on the top left, a rectangle on the bottom. a small triangle on the top left and a trapezoid on the middle top",25,"a square by black line, empty inside
"
survey-text,5,1,2.0.0,157795,psb4tdcw9gs,p73,101063,NA,"{""image_description"":""weird shape that looks kind of like a bubbled x but its dimensions are super weird the axes facing top left and bottom right are pointy and the others are more square; overall it kind of resembles a bird or the flying dinosaur\n""}",study,75,stimuli/75.jpg,6817.48,17,"weird shape that looks kind of like a bubbled x but its dimensions are super weird the axes facing top left and bottom right are pointy and the others are more square; overall it kind of resembles a bird or the flying dinosaur
",43,square with horizontal lines slightly longer than its vertical lines
survey-text,6,2,2.0.0,175787,psb4tdcw9gs,p73,17487,NA,"{""image_description"":""quadrilateral with smooth top right corner\n""}",study,11,stimuli/11.jpg,6580.42,5,"quadrilateral with smooth top right corner
",6,square with horizontal lines slightly longer than its vertical lines
survey-text,7,3,2.0.0,199630,psb4tdcw9gs,p73,23337,NA,"{""image_description"":""its giving american state with peninsula at the bottom right\n""}",study,50,stimuli/50.jpg,6725.34,12,"its giving american state with peninsula at the bottom right
",10,square with horizontal lines slightly longer than its vertical lines
survey-text,8,4,2.0.0,252312,psb4tdcw9gs,p73,52174,NA,"{""image_description"":""like the top left piece of a puzzle as in it is square on the left but has three subcomponents on the right\n\n""}",study,31,stimuli/31.jpg,6687.71,9,"like the top left piece of a puzzle as in it is square on the left but has three subcomponents on the right

",23,square with horizontal lines slightly longer than its vertical lines
survey-text,9,5,2.0.0,293198,psb4tdcw9gs,p73,40380,NA,"{""image_description"":""crazy breaks on this one kind of looks like a devil figure pumping its fist in the air (also stanky leg)""}",study,147,stimuli/147.jpg,7182.98,32,crazy breaks on this one kind of looks like a devil figure pumping its fist in the air (also stanky leg),21,square with horizontal lines slightly longer than its vertical lines
survey-text,10,6,2.0.0,318056,psb4tdcw9gs,p73,24352,NA,"{""image_description"":""two flags at the top and has a foot\n""}",study,85,stimuli/85.jpg,6831.41,19,"two flags at the top and has a foot
",9,square with horizontal lines slightly longer than its vertical lines
survey-text,11,7,2.0.0,337855,psb4tdcw9gs,p73,19292,NA,"{""image_description"":""bird\n""}",study,119,stimuli/119.jpg,7073.52,26,"bird
",1,square with horizontal lines slightly longer than its vertical lines
survey-text,12,8,2.0.0,344320,psb4tdcw9gs,p73,5960,NA,"{""image_description"":""crown""}",study,34,stimuli/34.jpg,6639.63,9,crown,1,square with horizontal lines slightly longer than its vertical lines
survey-text,13,9,2.0.0,379861,psb4tdcw9gs,p73,35036,NA,"{""image_description"":""cat with neck and square sticking out\n""}",study,53,stimuli/53.jpg,6758.52,13,"cat with neck and square sticking out
",7,square with horizontal lines slightly longer than its vertical lines
survey-text,14,10,2.0.0,452728,psb4tdcw9gs,p73,72363,NA,"{""image_description"":""dog with head down on the right and human legs like a centaur with thick quads and triangular feet(one pointing slightly diagonally down, one facing forward)""}",study,143,stimuli/143.jpg,6915.69,31,"dog with head down on the right and human legs like a centaur with thick quads and triangular feet(one pointing slightly diagonally down, one facing forward)",26,square with horizontal lines slightly longer than its vertical lines
survey-text,15,11,2.0.0,488997,psb4tdcw9gs,p73,35765,NA,"{""image_description"":""triangle that is kind of right with a light/small stump on its left side""}",study,39,stimuli/39.jpg,6609.47,10,triangle that is kind of right with a light/small stump on its left side,14,square with horizontal lines slightly longer than its vertical lines
survey-text,16,12,2.0.0,494986,psb4tdcw9gs,p73,5483,NA,"{""image_description"":""idk\n""}",study,124,stimuli/124.jpg,6991.53,27,"idk
",1,square with horizontal lines slightly longer than its vertical lines
survey-text,17,13,2.0.0,503879,psb4tdcw9gs,p73,8389,NA,"{""image_description"":""star""}",study,115,stimuli/115.jpg,6963.36,25,star,1,square with horizontal lines slightly longer than its vertical lines
survey-text,18,14,2.0.0,13438095,psb4tdcw9gs,p73,1974363,NA,"{""image_description"":""sideways batman logo with elongated square head facing the right top extremity is more bulky""}",study,61,stimuli/61.jpg,6864.98,15,sideways batman logo with elongated square head facing the right top extremity is more bulky,15,square with horizontal lines slightly longer than its vertical lines
survey-text,19,15,2.0.0,13499086,psb4tdcw9gs,p73,60471,NA,"{""image_description"":""frog with a fish tail and a tray almost as if he were a waitor offering snacks facing my right\n""}",study,139,stimuli/139.jpg,7164.58,30,"frog with a fish tail and a tray almost as if he were a waitor offering snacks facing my right
",20,square with horizontal lines slightly longer than its vertical lines
survey-text,20,16,2.0.0,13577858,psb4tdcw9gs,p73,78268,NA,"{""image_description"":""could be a square but missing chuunk in the left middle portion two pointy ends on opposite corners top right bottom left""}",study,90,stimuli/90.jpg,6873.09,20,could be a square but missing chuunk in the left middle portion two pointy ends on opposite corners top right bottom left,22,square with horizontal lines slightly longer than its vertical lines
survey-text,21,17,2.0.0,13662003,psb4tdcw9gs,p73,83638,NA,"{""image_description"":""squirrel head vibes on top left corner with a little arm below it (middle left of frame)bushy tail on top right slighthump in between  two humanish legs on bottom""}",study,160,stimuli/160.jpg,7132.53,34,squirrel head vibes on top left corner with a little arm below it (middle left of frame)bushy tail on top right slighthump in between  two humanish legs on bottom,30,square with horizontal lines slightly longer than its vertical lines
survey-text,22,18,2.0.0,13730486,psb4tdcw9gs,p73,67974,NA,"{""image_description"":""american state with larger height than width long triandgle base end on bottom right corner triangle with base parallel to state on top right corner""}",study,38,stimuli/38.jpg,6702.45,10,american state with larger height than width long triandgle base end on bottom right corner triangle with base parallel to state on top right corner,25,square with horizontal lines slightly longer than its vertical lines
survey-text,23,19,2.0.0,13783298,psb4tdcw9gs,p73,52305,NA,"{""image_description"":""square portions on top midlle and both bottom two corners overall giving the sign for independence in math/probability""}",study,95,stimuli/95.jpg,6926.4,21,square portions on top midlle and both bottom two corners overall giving the sign for independence in math/probability,18,square with horizontal lines slightly longer than its vertical lines
survey-text,24,20,2.0.0,13824420,psb4tdcw9gs,p73,40615,NA,"{""image_description"":""square with skinny arm pointing up on the left and fat arm pointing towards top right corner""}",study,70,stimuli/70.jpg,6790.01,16,square with skinny arm pointing up on the left and fat arm pointing towards top right corner,17,square with horizontal lines slightly longer than its vertical lines
survey-text,5,1,2.0.0,144320,pscsu9tl1a3,moose,110471,NA,"{""image_description"":""A star-like object with a triangular head, close to a triangle on the right point. It has two \""legs\"" with the right leg being bent slightly, and on the top left corner there are two edges perpendicular to one another.""}",study,153,stimuli/153.jpg,7262.77,33,"A star-like object with a triangular head, close to a triangle on the right point. It has two ""legs"" with the right leg being bent slightly, and on the top left corner there are two edges perpendicular to one another.",40,a rectangle close to a perfect square
survey-text,6,2,2.0.0,208142,pscsu9tl1a3,moose,63316,NA,"{""image_description"":""A pentagon that is flat at the top, and the bottom two sides are elongated and leaning towards the bottom right.""}",study,15,stimuli/15.jpg,6585.63,5,"A pentagon that is flat at the top, and the bottom two sides are elongated and leaning towards the bottom right.",21,a rectangle close to a perfect square
survey-text,7,3,2.0.0,280578,pscsu9tl1a3,moose,71931,NA,"{""image_description"":""What looks like an animal with a tail on the top left made of a dented triangle, and a head made up of two triangles joined together with the bottom triangle facing downwards. The bottom edges are more flat, with two edges pointing away from each other.""}",study,148,stimuli/148.jpg,7141.91,32,"What looks like an animal with a tail on the top left made of a dented triangle, and a head made up of two triangles joined together with the bottom triangle facing downwards. The bottom edges are more flat, with two edges pointing away from each other.",47,a rectangle close to a perfect square
survey-text,8,4,2.0.0,327090,pscsu9tl1a3,moose,45991,NA,"{""image_description"":""A bowtie-like shape with a wider right side, and a similar \""triangle\"" shape on the left but with one edge that points further away to the top left.""}",study,23,stimuli/23.jpg,6577.38,7,"A bowtie-like shape with a wider right side, and a similar ""triangle"" shape on the left but with one edge that points further away to the top left.",28,a rectangle close to a perfect square
survey-text,9,5,2.0.0,347838,pscsu9tl1a3,moose,20236,NA,"{""image_description"":""A trapezoid slightly rotated to the left""}",study,9,stimuli/9.jpg,6544.29,4,A trapezoid slightly rotated to the left,7,a rectangle close to a perfect square
survey-text,10,6,2.0.0,398578,pscsu9tl1a3,moose,50233,NA,"{""image_description"":""A fish-like shape pointed downwards to the left with a triangular head. Its tail is near the top right and is made up of a trapezoid-like shape""}",study,51,stimuli/51.jpg,6793.84,13,A fish-like shape pointed downwards to the left with a triangular head. Its tail is near the top right and is made up of a trapezoid-like shape,27,a rectangle close to a perfect square
survey-text,11,7,2.0.0,471126,pscsu9tl1a3,moose,72030,NA,"{""image_description"":""A squared shape with a center in the top middle that is slightly distorted. It has two connecting shapes beneath it with the one on the left being slightly longer and higher than the one on the right""}",study,95,stimuli/95.jpg,6926.4,21,A squared shape with a center in the top middle that is slightly distorted. It has two connecting shapes beneath it with the one on the left being slightly longer and higher than the one on the right,38,a rectangle close to a perfect square
survey-text,12,8,2.0.0,556862,pscsu9tl1a3,moose,85229,NA,"{""image_description"":""a shape with a long, flat head with two \""ears\"" made up of a triangular shape and a trapezoid like shape with two branch like shapes beneath it, both pointing slightly up as if they were limbs""}",study,135,stimuli/135.jpg,7034.4,29,"a shape with a long, flat head with two ""ears"" made up of a triangular shape and a trapezoid like shape with two branch like shapes beneath it, both pointing slightly up as if they were limbs",37,a rectangle close to a perfect square
survey-text,13,9,2.0.0,595143,pscsu9tl1a3,moose,37771,NA,"{""image_description"":""A square-like shape with a dent in the top left and another one in the bottom left that is much smaller. on the top right is a triangular dent pointing outwards""}",study,60,stimuli/60.jpg,6764.54,14,A square-like shape with a dent in the top left and another one in the bottom left that is much smaller. on the top right is a triangular dent pointing outwards,31,a rectangle close to a perfect square
survey-text,14,10,2.0.0,634188,pscsu9tl1a3,moose,38537,NA,"{""image_description"":""A distorted zig-zag like shape that almost looks like a bird pointing downwards, with a right wing that is much larger and more distorted than the left""}",study,147,stimuli/147.jpg,7182.98,32,"A distorted zig-zag like shape that almost looks like a bird pointing downwards, with a right wing that is much larger and more distorted than the left",27,a rectangle close to a perfect square
survey-text,15,11,2.0.0,688941,pscsu9tl1a3,moose,54246,NA,"{""image_description"":""A square-like shape with a near 90 degree angle on the bottom left, but has a large dent on the right with one triangular edge pointing towards the right and a flat triangle near the top right""}",study,38,stimuli/38.jpg,6702.45,10,"A square-like shape with a near 90 degree angle on the bottom left, but has a large dent on the right with one triangular edge pointing towards the right and a flat triangle near the top right",37,a rectangle close to a perfect square
survey-text,16,12,2.0.0,756843,pscsu9tl1a3,moose,67387,NA,"{""image_description"":""a distorted shape that almost looks like a bird  with a triangular head pointing downwards to the right. it has a larger \""wing\"" near the top that has several dents while the bottom \""wing\"" is a near perfect triangle""}",study,114,stimuli/114.jpg,7105.53,25,"a distorted shape that almost looks like a bird  with a triangular head pointing downwards to the right. it has a larger ""wing"" near the top that has several dents while the bottom ""wing"" is a near perfect triangle",40,a rectangle close to a perfect square
survey-text,17,13,2.0.0,820618,pscsu9tl1a3,moose,63272,NA,"{""image_description"":""a shape with a near rectangular base with a trianglular shape branching off it from the middle right. on top of that are two big shapes, one that looks like a triangle and another resembling a dented trapezoid""}",study,125,stimuli/125.jpg,7031.31,27,"a shape with a near rectangular base with a trianglular shape branching off it from the middle right. on top of that are two big shapes, one that looks like a triangle and another resembling a dented trapezoid",38,a rectangle close to a perfect square
survey-text,18,14,2.0.0,890789,pscsu9tl1a3,moose,69662,NA,"{""image_description"":""a star-like shape with a wider bottom right point and a small bottom left triangular point. the top three points are slanted with the top left one resembling a trapezoid while the other two branch out towards the right""}",study,88,stimuli/88.jpg,6908.86,20,a star-like shape with a wider bottom right point and a small bottom left triangular point. the top three points are slanted with the top left one resembling a trapezoid while the other two branch out towards the right,39,a rectangle close to a perfect square
survey-text,19,15,2.0.0,943338,pscsu9tl1a3,moose,52037,NA,"{""image_description"":""a slanted star-like shape with a squared top middle edge. the bottom middle shape is a near perfect triangle and the top right point is a pointed trapezoid""}",study,115,stimuli/115.jpg,6963.36,25,a slanted star-like shape with a squared top middle edge. the bottom middle shape is a near perfect triangle and the top right point is a pointed trapezoid,28,a rectangle close to a perfect square
survey-text,20,16,2.0.0,999097,pscsu9tl1a3,moose,55254,NA,"{""image_description"":""a shape with many angled edges with a near flat base at the bottom. it has two triangular edges on the right and a triangular point on the top right""}",study,92,stimuli/92.jpg,6886.05,21,a shape with many angled edges with a near flat base at the bottom. it has two triangular edges on the right and a triangular point on the top right,30,a rectangle close to a perfect square
survey-text,21,17,2.0.0,1044985,pscsu9tl1a3,moose,45371,NA,"{""image_description"":""a shape with a large pentagon-like head that is connected to a triangular shape like a \""neck\"" and a small triangle at its base""}",study,42,stimuli/42.jpg,6766.43,11,"a shape with a large pentagon-like head that is connected to a triangular shape like a ""neck"" and a small triangle at its base",24,a rectangle close to a perfect square
survey-text,22,18,2.0.0,1073443,pscsu9tl1a3,moose,27948,NA,"{""image_description"":""a pentagon that is closer to an isoceles triangle angled to the top left""}",study,17,stimuli/17.jpg,6592.16,6,a pentagon that is closer to an isoceles triangle angled to the top left,14,a rectangle close to a perfect square
survey-text,23,19,2.0.0,1118605,pscsu9tl1a3,moose,44657,NA,"{""image_description"":""a squared image with a flat top half with a small triangle pointing out of it at the top left. it is connected to another large shape similar to a pentagon but has more angles.""}",study,72,stimuli/72.jpg,6817.14,17,a squared image with a flat top half with a small triangle pointing out of it at the top left. it is connected to another large shape similar to a pentagon but has more angles.,35,a rectangle close to a perfect square
survey-text,24,20,2.0.0,1162627,pscsu9tl1a3,moose,43494,NA,"{""image_description"":""an image that is more flat towards the left with a small triangle pointing outwards in the bottom left and a larger triangle pointing away from it in the middle right almost like a tail or a wing""}",study,77,stimuli/77.jpg,6870.06,18,an image that is more flat towards the left with a small triangle pointing outwards in the bottom left and a larger triangle pointing away from it in the middle right almost like a tail or a wing,38,a rectangle close to a perfect square
survey-text,5,1,2.0.0,81036,psdwcey1m4n,kangaroo,49382,NA,"{""image_description"":""The outline of a a creature from the side view with a triangular tail. ""}",study,139,stimuli/139.jpg,7164.58,30,The outline of a a creature from the side view with a triangular tail.,15,"A large rectangle 
"
survey-text,6,2,2.0.0,134607,psdwcey1m4n,kangaroo,53065,NA,"{""image_description"":""An almost square shape where the right side has 3 parts that stick out and the left side is almost a square. ""}",study,68,stimuli/68.jpg,6783.11,16,An almost square shape where the right side has 3 parts that stick out and the left side is almost a square.,23,"A large rectangle 
"
survey-text,7,3,2.0.0,170866,psdwcey1m4n,kangaroo,35755,NA,"{""image_description"":""Top has three spikes and is connected to a triangular shape on the bottom. \n""}",study,88,stimuli/88.jpg,6908.86,20,"Top has three spikes and is connected to a triangular shape on the bottom. 
",15,"A large rectangle 
"
survey-text,8,4,2.0.0,203848,psdwcey1m4n,kangaroo,32477,NA,"{""image_description"":""Shape of a wrench except the handle is not a stick but spikey. \n""}",study,118,stimuli/118.jpg,7003.15,26,"Shape of a wrench except the handle is not a stick but spikey. 
",14,"A large rectangle 
"
survey-text,9,5,2.0.0,245492,psdwcey1m4n,kangaroo,41139,NA,"{""image_description"":""An quadrilateral shape and each side is a different length. ""}",study,7,stimuli/7.jpg,6558.43,4,An quadrilateral shape and each side is a different length.,11,"A large rectangle 
"
survey-text,10,6,2.0.0,277051,psdwcey1m4n,kangaroo,31053,NA,"{""image_description"":""Left side has two things that stick out and one thing that sticks out on the bottom right. ""}",study,47,stimuli/47.jpg,6715.11,12,Left side has two things that stick out and one thing that sticks out on the bottom right.,19,"A large rectangle 
"
survey-text,11,7,2.0.0,292904,psdwcey1m4n,kangaroo,15350,NA,"{""image_description"":""A square but the right side has three spikes.""}",study,40,stimuli/40.jpg,6690.54,10,A square but the right side has three spikes.,9,"A large rectangle 
"
survey-text,12,8,2.0.0,368896,psdwcey1m4n,kangaroo,75487,NA,"{""image_description"":""The shape of an hourglass but without the curves and has sharp edges. The hourglass is tilted to the left and has a triangle sticking out of it on the bottom right. \n""}",study,57,stimuli/57.jpg,6789.16,14,"The shape of an hourglass but without the curves and has sharp edges. The hourglass is tilted to the left and has a triangle sticking out of it on the bottom right. 
",33,"A large rectangle 
"
survey-text,13,9,2.0.0,386521,psdwcey1m4n,kangaroo,17121,NA,"{""image_description"":""A bird that is upside down and has a fat tail. ""}",study,70,stimuli/70.jpg,6790.01,16,A bird that is upside down and has a fat tail.,12,"A large rectangle 
"
survey-text,14,10,2.0.0,447036,psdwcey1m4n,kangaroo,60009,NA,"{""image_description"":""The outline of the letter G but it is deformed and has a bunch of triangles sticking out of it. ""}",study,85,stimuli/85.jpg,6831.41,19,The outline of the letter G but it is deformed and has a bunch of triangles sticking out of it.,21,"A large rectangle 
"
survey-text,15,11,2.0.0,461677,psdwcey1m4n,kangaroo,14137,NA,"{""image_description"":""A rectangle but the right side has two triangles jutted out. ""}",study,38,stimuli/38.jpg,6702.45,10,A rectangle but the right side has two triangles jutted out.,12,"A large rectangle 
"
survey-text,16,12,2.0.0,473654,psdwcey1m4n,kangaroo,11473,NA,"{""image_description"":""A rigid shape with many triangles jutting out. ""}",study,123,stimuli/123.jpg,7035.3,27,A rigid shape with many triangles jutting out.,9,"A large rectangle 
"
survey-text,17,13,2.0.0,500188,psdwcey1m4n,kangaroo,26029,NA,"{""image_description"":""A rigid shape with three main sections and several mini sections of triangles that jut out. ""}",study,141,stimuli/141.jpg,7037.04,31,A rigid shape with three main sections and several mini sections of triangles that jut out.,17,"A large rectangle 
"
survey-text,18,14,2.0.0,521416,psdwcey1m4n,kangaroo,20725,NA,"{""image_description"":""Almost hour glass shape but has no curves""}",study,151,stimuli/151.jpg,7245.76,33,Almost hour glass shape but has no curves,8,"A large rectangle 
"
survey-text,19,15,2.0.0,537781,psdwcey1m4n,kangaroo,15859,NA,"{""image_description"":""Almost the shape of an oval but there are no curved lines. ""}",study,29,stimuli/29.jpg,6694.47,8,Almost the shape of an oval but there are no curved lines.,13,"A large rectangle 
"
survey-text,20,16,2.0.0,553385,psdwcey1m4n,kangaroo,15099,NA,"{""image_description"":""Shape of a bird with one fat leg. ""}",study,128,stimuli/128.jpg,7090.6,28,Shape of a bird with one fat leg.,9,"A large rectangle 
"
survey-text,21,17,2.0.0,620725,psdwcey1m4n,kangaroo,66835,NA,"{""image_description"":""Shape with mini hook looking triangles ""}",study,94,stimuli/94.jpg,6965.94,21,Shape with mini hook looking triangles,7,"A large rectangle 
"
survey-text,22,18,2.0.0,710506,psdwcey1m4n,kangaroo,89278,NA,"{""image_description"":""A rectangular shape with a bunch of divots. ""}",study,95,stimuli/95.jpg,6926.4,21,A rectangular shape with a bunch of divots.,9,"A large rectangle 
"
survey-text,23,19,2.0.0,727233,psdwcey1m4n,kangaroo,16223,NA,"{""image_description"":""Pentagon with a random spike in one of the corners. ""}",study,24,stimuli/24.jpg,6629.99,7,Pentagon with a random spike in one of the corners.,11,"A large rectangle 
"
survey-text,24,20,2.0.0,739507,psdwcey1m4n,kangaroo,11768,NA,"{""image_description"":""Basic outline of duck with no curves. ""}",study,71,stimuli/71.jpg,6779.96,17,Basic outline of duck with no curves.,8,"A large rectangle 
"
survey-text,5,1,2.0.0,44696,ptwavfsfbfk,dolphin,27858,NA,"{""image_description"":""upside bird with sharper corners\n""}",study,64,stimuli/64.jpg,6822.22,15,"upside bird with sharper corners
",5,"Square
"
survey-text,6,2,2.0.0,48214,ptwavfsfbfk,dolphin,3014,NA,"{""image_description"":""triangle""}",study,4,stimuli/4.jpg,6515.23,3,triangle,1,"Square
"
survey-text,7,3,2.0.0,71824,ptwavfsfbfk,dolphin,23106,NA,"{""image_description"":""minnnoseta looking shape with a triangle added to the top and a triangler indent at the bottom\n""}",study,104,stimuli/104.jpg,6941.74,23,"minnnoseta looking shape with a triangle added to the top and a triangler indent at the bottom
",17,"Square
"
survey-text,8,4,2.0.0,111039,ptwavfsfbfk,dolphin,38711,NA,"{""image_description"":""bird like figure with a triangle wing and a rhombus wing, both the front end and back end are triangles\n""}",study,75,stimuli/75.jpg,6817.48,17,"bird like figure with a triangle wing and a rhombus wing, both the front end and back end are triangles
",20,"Square
"
survey-text,9,5,2.0.0,152864,ptwavfsfbfk,dolphin,41321,NA,"{""image_description"":""big whole mess, abstract drawing ""}",study,114,stimuli/114.jpg,7105.53,25,"big whole mess, abstract drawing",6,"Square
"
survey-text,10,6,2.0.0,193514,ptwavfsfbfk,dolphin,40144,NA,"{""image_description"":""bare bones witches head with a pointy cap, pointy chin and point nose. at the back of her head is a broomstick like figure stuck in her\n""}",study,155,stimuli/155.jpg,7171.51,33,"bare bones witches head with a pointy cap, pointy chin and point nose. at the back of her head is a broomstick like figure stuck in her
",27,"Square
"
survey-text,11,7,2.0.0,199967,ptwavfsfbfk,dolphin,5949,NA,"{""image_description"":""spearhead tip\n""}",study,28,stimuli/28.jpg,6676.6,8,"spearhead tip
",2,"Square
"
survey-text,12,8,2.0.0,220929,ptwavfsfbfk,dolphin,20458,NA,"{""image_description"":""rotated dinosaur bird with a flat top""}",study,136,stimuli/136.jpg,7007.06,30,rotated dinosaur bird with a flat top,7,"Square
"
survey-text,13,9,2.0.0,233523,ptwavfsfbfk,dolphin,12090,NA,"{""image_description"":""really fucked up half moon""}",study,124,stimuli/124.jpg,6991.53,27,really fucked up half moon,5,"Square
"
survey-text,14,10,2.0.0,253365,ptwavfsfbfk,dolphin,19338,NA,"{""image_description"":""witch arched like shes on a broomstick excpet she has a triangle tail at the end""}",study,142,stimuli/142.jpg,7115.27,31,witch arched like shes on a broomstick excpet she has a triangle tail at the end,16,"Square
"
survey-text,15,11,2.0.0,310897,ptwavfsfbfk,dolphin,57029,NA,"{""image_description"":""abstract piece\n""}",study,127,stimuli/127.jpg,7055.1,28,"abstract piece
",2,"Square
"
survey-text,16,12,2.0.0,374699,ptwavfsfbfk,dolphin,63298,NA,"{""image_description"":""on the left side is some russian general with a pointed nose and hate, on the right side is popeye with a big fat trapezoid chin that faces down. Nothing in the middle\n""}",study,116,stimuli/116.jpg,7061.19,26,"on the left side is some russian general with a pointed nose and hate, on the right side is popeye with a big fat trapezoid chin that faces down. Nothing in the middle
",33,"Square
"
survey-text,17,13,2.0.0,393461,ptwavfsfbfk,dolphin,18257,NA,"{""image_description"":""Cool looking C with the roof of it's house on the back""}",study,93,stimuli/93.jpg,6903.36,21,Cool looking C with the roof of it's house on the back,12,"Square
"
survey-text,18,14,2.0.0,416665,ptwavfsfbfk,dolphin,22701,NA,"{""image_description"":""hexagon except the top most tip is pointed""}",study,24,stimuli/24.jpg,6629.99,7,hexagon except the top most tip is pointed,8,"Square
"
survey-text,19,15,2.0.0,435377,ptwavfsfbfk,dolphin,18208,NA,"{""image_description"":""big boot with a pointed forward edge""}",study,23,stimuli/23.jpg,6577.38,7,big boot with a pointed forward edge,7,"Square
"
survey-text,20,16,2.0.0,441110,ptwavfsfbfk,dolphin,5229,NA,"{""image_description"":""abstract art""}",study,48,stimuli/48.jpg,6690.71,12,abstract art,2,"Square
"
survey-text,21,17,2.0.0,476461,ptwavfsfbfk,dolphin,34847,NA,"{""image_description"":""aphex twin album cover except rotated 180 degrees""}",study,46,stimuli/46.jpg,6754.16,12,aphex twin album cover except rotated 180 degrees,8,"Square
"
survey-text,22,18,2.0.0,569128,ptwavfsfbfk,dolphin,92164,NA,"{""image_description"":""red flag you see at a golf course without the pole part, include the square-part where the flag and the pole intersect""}",study,39,stimuli/39.jpg,6609.47,10,"red flag you see at a golf course without the pole part, include the square-part where the flag and the pole intersect",22,"Square
"
survey-text,23,19,2.0.0,596341,ptwavfsfbfk,dolphin,26709,NA,"{""image_description"":""genuie bottle with the tube connecting to a penguin with only one pointed foot""}",study,119,stimuli/119.jpg,7073.52,26,genuie bottle with the tube connecting to a penguin with only one pointed foot,14,"Square
"
survey-text,24,20,2.0.0,669594,ptwavfsfbfk,dolphin,72749,NA,"{""image_description"":""triangler creature with a one big rhombus foot, one big triangler hand pointed towards and a flag head with its butt arched in-an alabame like state""}",study,78,stimuli/78.jpg,6840.04,18,"triangler creature with a one big rhombus foot, one big triangler hand pointed towards and a flag head with its butt arched in-an alabame like state",26,"Square
"
survey-text,5,1,2.0.0,72381,pvvs8tb5l8c,turtle,40679,NA,"{""image_description"":""a deformed rectangle with three deformed triangles coming from the top right corner""}",study,104,stimuli/104.jpg,6941.74,23,a deformed rectangle with three deformed triangles coming from the top right corner,13,"a rectangle 
"
