trial_type,trial_index,trial_number,plugin_version,time_elapsed,random_id,participant,rt,stimulus,response,condition,shape,image_path,surprisal,n_sides,text_response,word_count,practice_response
survey-text,6,2,2.0.0,201773,pvvs8tb5l8c,turtle,128773,NA,"{""image_description"":""a slanted down straight line at the top with a straight positive slope line coming down from the right with a straight slanted line coming down to the middle of the shape and then a curved line from there connecting to the top left ""}",study,20,stimuli/20.jpg,6629.9,6,a slanted down straight line at the top with a straight positive slope line coming down from the right with a straight slanted line coming down to the middle of the shape and then a curved line from there connecting to the top left,45,"a rectangle 
"
survey-text,7,3,2.0.0,224492,pvvs8tb5l8c,turtle,22211,NA,"{""image_description"":""an arrow shape pointing up and right ""}",study,28,stimuli/28.jpg,6676.6,8,an arrow shape pointing up and right,8,"a rectangle 
"
survey-text,8,4,2.0.0,303111,pvvs8tb5l8c,turtle,78109,NA,"{""image_description"":""a larger rectangle type of shape that has spaces cut out because the bottom line is kind of zig zag and then at the top a wonky triangle connected""}",study,109,stimuli/109.jpg,6984.61,24,a larger rectangle type of shape that has spaces cut out because the bottom line is kind of zig zag and then at the top a wonky triangle connected,29,"a rectangle 
"
survey-text,9,5,2.0.0,364604,pvvs8tb5l8c,turtle,60984,NA,"{""image_description"":""to triangles pointing up and left at the top and a rectangle on the right top pointing up and right and at the bottom a slanted rectangle ""}",study,53,stimuli/53.jpg,6758.52,13,to triangles pointing up and left at the top and a rectangle on the right top pointing up and right and at the bottom a slanted rectangle,28,"a rectangle 
"
survey-text,10,6,2.0.0,435551,pvvs8tb5l8c,turtle,70433,NA,"{""image_description"":""a square with a triangle taken out at the top left and a short straight line connecting a rectangle at the top right both connected to a triangle pointing down and right""}",study,64,stimuli/64.jpg,6822.22,15,a square with a triangle taken out at the top left and a short straight line connecting a rectangle at the top right both connected to a triangle pointing down and right,32,"a rectangle 
"
survey-text,11,7,2.0.0,564415,pvvs8tb5l8c,turtle,128354,NA,"{""image_description"":""a triangle at the top pointing down with a tiny rectangle coming out of the bottom left then on the right connected to a small rectangle and a stright line pointing from the left side of the triangle down with a deformed line across the bottom connected to a square with two points  ""}",study,138,stimuli/138.jpg,7120.54,30,a triangle at the top pointing down with a tiny rectangle coming out of the bottom left then on the right connected to a small rectangle and a stright line pointing from the left side of the triangle down with a deformed line across the bottom connected to a square with two points,55,"a rectangle 
"
survey-text,12,8,2.0.0,655558,pvvs8tb5l8c,turtle,90633,NA,"{""image_description"":""a rectangle with the top angled left and slightly bigger than the bottom line and a practically straight line connecting the top and bottom on the left and a slightly curved line connecting top and bottom on the other side and the uppere right corner is cut off""}",study,35,stimuli/35.jpg,6698.42,9,a rectangle with the top angled left and slightly bigger than the bottom line and a practically straight line connecting the top and bottom on the left and a slightly curved line connecting top and bottom on the other side and the uppere right corner is cut off,48,"a rectangle 
"
survey-text,13,9,2.0.0,742335,pvvs8tb5l8c,turtle,86266,NA,"{""image_description"":""a zig zag along the left with all points facing down then a not straight line across the bottom with zig zags connecting the right top and bottom with points going up""}",study,147,stimuli/147.jpg,7182.98,32,a zig zag along the left with all points facing down then a not straight line across the bottom with zig zags connecting the right top and bottom with points going up,32,"a rectangle 
"
survey-text,14,10,2.0.0,832146,pvvs8tb5l8c,turtle,89303,NA,"{""image_description"":""a triangle at the top left that points right and a straight line down on the left of it to a straight line at the bottom with a triangle at the end pointing down and right then a line from the triangle going up and right that connects to a rectangle at the top right""}",study,63,stimuli/63.jpg,6749.45,15,a triangle at the top left that points right and a straight line down on the left of it to a straight line at the bottom with a triangle at the end pointing down and right then a line from the triangle going up and right that connects to a rectangle at the top right,55,"a rectangle 
"
survey-text,15,11,2.0.0,890724,pvvs8tb5l8c,turtle,58073,NA,"{""image_description"":""a boat shape at the bottom with a square and a thin rectangle pointing up and right in the middle of the top with a curved line connecting to the left side and a line down""}",study,73,stimuli/73.jpg,6798.06,17,a boat shape at the bottom with a square and a thin rectangle pointing up and right in the middle of the top with a curved line connecting to the left side and a line down,36,"a rectangle 
"
survey-text,16,12,2.0.0,942224,pvvs8tb5l8c,turtle,50992,NA,"{""image_description"":""a square missing a rectangle in the top right corner and bottom right with an extra square shape on the bottom line""}",study,68,stimuli/68.jpg,6783.11,16,a square missing a rectangle in the top right corner and bottom right with an extra square shape on the bottom line,22,"a rectangle 
"
survey-text,17,13,2.0.0,1006254,pvvs8tb5l8c,turtle,63522,NA,"{""image_description"":""a triangle on both bottom sides connected to a square at the bottom with cut outs and then at the top a not straight line connect to triangles""}",study,101,stimuli/101.jpg,6963.9,23,a triangle on both bottom sides connected to a square at the bottom with cut outs and then at the top a not straight line connect to triangles,28,"a rectangle 
"
survey-text,18,14,2.0.0,1065038,pvvs8tb5l8c,turtle,58274,NA,"{""image_description"":""two triangles on the left upper corner and a normal corner on the bottom right with a curved shape missing from the bottom left corner and the top right""}",study,159,stimuli/159.jpg,7148.24,34,two triangles on the left upper corner and a normal corner on the bottom right with a curved shape missing from the bottom left corner and the top right,29,"a rectangle 
"
survey-text,19,15,2.0.0,1108019,pvvs8tb5l8c,turtle,42477,NA,"{""image_description"":""a rectangle with a triangle cut out from the whole top and whole bottom with the points by each other in the middle to the left  ""}",study,23,stimuli/23.jpg,6577.38,7,a rectangle with a triangle cut out from the whole top and whole bottom with the points by each other in the middle to the left,28,"a rectangle 
"
survey-text,20,16,2.0.0,1133179,pvvs8tb5l8c,turtle,24652,NA,"{""image_description"":""sort of square with rigid cut outs all alone the sides""}",study,154,stimuli/154.jpg,7155.07,33,sort of square with rigid cut outs all alone the sides,11,"a rectangle 
"
survey-text,21,17,2.0.0,1185480,pvvs8tb5l8c,turtle,51792,NA,"{""image_description"":""zig zag at the top to a point on the left that zig zags down to the left bottom corner where theres a triangle then curved to the top""}",study,132,stimuli/132.jpg,7051.12,29,zig zag at the top to a point on the left that zig zags down to the left bottom corner where theres a triangle then curved to the top,29,"a rectangle 
"
survey-text,22,18,2.0.0,1236795,pvvs8tb5l8c,turtle,50806,NA,"{""image_description"":""positive slanted left sight to a triangle cut out at top and at bottom a triangle facing down on the right side ""}",study,89,stimuli/89.jpg,6850.88,20,positive slanted left sight to a triangle cut out at top and at bottom a triangle facing down on the right side,23,"a rectangle 
"
survey-text,23,19,2.0.0,1250813,pvvs8tb5l8c,turtle,13510,NA,"{""image_description"":""a square with a triangle on the top right""}",study,22,stimuli/22.jpg,6593.16,7,a square with a triangle on the top right,9,"a rectangle 
"
survey-text,24,20,2.0.0,1289875,pvvs8tb5l8c,turtle,38554,NA,"{""image_description"":""a crayon shape on the right pointing down zig zag on boittom and piece missing in top middle  ""}",study,106,stimuli/106.jpg,6901.59,24,a crayon shape on the right pointing down zig zag on boittom and piece missing in top middle,20,"a rectangle 
"
survey-text,5,1,2.0.0,205885,pwpxx0x6u0n,antelope,24248,NA,"{""image_description"":""I see a weird shape\n""}",study,71,stimuli/71.jpg,6779.96,17,"I see a weird shape
",5,"a hollow, empty square
"
survey-text,6,2,2.0.0,217532,pwpxx0x6u0n,antelope,11142,NA,"{""image_description"":""a weird shape""}",study,88,stimuli/88.jpg,6908.86,20,a weird shape,3,"a hollow, empty square
"
survey-text,7,3,2.0.0,222444,pwpxx0x6u0n,antelope,4406,NA,"{""image_description"":""a pine tree""}",study,142,stimuli/142.jpg,7115.27,31,a pine tree,3,"a hollow, empty square
"
survey-text,8,4,2.0.0,235635,pwpxx0x6u0n,antelope,12687,NA,"{""image_description"":""weird shape""}",study,57,stimuli/57.jpg,6789.16,14,weird shape,2,"a hollow, empty square
"
survey-text,9,5,2.0.0,243164,pwpxx0x6u0n,antelope,7027,NA,"{""image_description"":""A triangle""}",study,2,stimuli/2.jpg,6550.44,3,A triangle,2,"a hollow, empty square
"
survey-text,10,6,2.0.0,245493,pwpxx0x6u0n,antelope,1823,NA,"{""image_description"":""weird shape""}",study,134,stimuli/134.jpg,7048.98,29,weird shape,2,"a hollow, empty square
"
survey-text,11,7,2.0.0,247515,pwpxx0x6u0n,antelope,1520,NA,"{""image_description"":""weird shape""}",study,132,stimuli/132.jpg,7051.12,29,weird shape,2,"a hollow, empty square
"
survey-text,12,8,2.0.0,251216,pwpxx0x6u0n,antelope,3196,NA,"{""image_description"":""weird shape""}",study,108,stimuli/108.jpg,7046.82,24,weird shape,2,"a hollow, empty square
"
survey-text,13,9,2.0.0,266948,pwpxx0x6u0n,antelope,15228,NA,"{""image_description"":""a weird shaped square ""}",study,38,stimuli/38.jpg,6702.45,10,a weird shaped square,5,"a hollow, empty square
"
survey-text,14,10,2.0.0,269637,pwpxx0x6u0n,antelope,2183,NA,"{""image_description"":""weird shape""}",study,53,stimuli/53.jpg,6758.52,13,weird shape,2,"a hollow, empty square
"
survey-text,15,11,2.0.0,271930,pwpxx0x6u0n,antelope,1790,NA,"{""image_description"":""weird shape""}",study,141,stimuli/141.jpg,7037.04,31,weird shape,2,"a hollow, empty square
"
survey-text,16,12,2.0.0,275551,pwpxx0x6u0n,antelope,3116,NA,"{""image_description"":""weird shape""}",study,153,stimuli/153.jpg,7262.77,33,weird shape,2,"a hollow, empty square
"
survey-text,17,13,2.0.0,278643,pwpxx0x6u0n,antelope,2587,NA,"{""image_description"":""weird shape""}",study,87,stimuli/87.jpg,6853.72,20,weird shape,2,"a hollow, empty square
"
survey-text,18,14,2.0.0,287447,pwpxx0x6u0n,antelope,8299,NA,"{""image_description"":""weird shape""}",study,21,stimuli/21.jpg,6619.34,7,weird shape,2,"a hollow, empty square
"
survey-text,19,15,2.0.0,304161,pwpxx0x6u0n,antelope,16210,NA,"{""image_description"":""weird shape""}",study,12,stimuli/12.jpg,6544.99,5,weird shape,2,"a hollow, empty square
"
survey-text,20,16,2.0.0,306377,pwpxx0x6u0n,antelope,1713,NA,"{""image_description"":""weird shape""}",study,70,stimuli/70.jpg,6790.01,16,weird shape,2,"a hollow, empty square
"
survey-text,21,17,2.0.0,308801,pwpxx0x6u0n,antelope,1922,NA,"{""image_description"":""weird shape""}",study,43,stimuli/43.jpg,6685.72,11,weird shape,2,"a hollow, empty square
"
survey-text,22,18,2.0.0,310510,pwpxx0x6u0n,antelope,1206,NA,"{""image_description"":""weird shape""}",study,103,stimuli/103.jpg,6915.47,23,weird shape,2,"a hollow, empty square
"
survey-text,23,19,2.0.0,312138,pwpxx0x6u0n,antelope,1126,NA,"{""image_description"":""weird shape""}",study,17,stimuli/17.jpg,6592.16,6,weird shape,2,"a hollow, empty square
"
survey-text,24,20,2.0.0,313785,pwpxx0x6u0n,antelope,1143,NA,"{""image_description"":""weird shape""}",study,90,stimuli/90.jpg,6873.09,20,weird shape,2,"a hollow, empty square
"
survey-text,5,1,2.0.0,41004,px150jqg8mk,A17689315,15153,NA,"{""image_description"":""A spartan helmet""}",study,140,stimuli/140.jpg,7121.36,30,A spartan helmet,3,"A box
"
survey-text,6,2,2.0.0,55556,px150jqg8mk,A17689315,14037,NA,"{""image_description"":""A country?""}",study,122,stimuli/122.jpg,6982.77,27,A country?,2,"A box
"
